"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AW28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is Communist propaganda against the working poor"
"AW29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Niggas ask me what my motivation is I tell em global warming"
"AW30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is a hell of a thing"
"AW31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"WHO DID GLOBAL WARMING"
"AW32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No it isn’t. Climate change consumption is by the richest top 10%."
"AW33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I put on pyjama pants the other day. In August. Global warming in full effect."
"AW34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I’ve thought the muticultural France would be more concerned about global warming avoiding to burn tires."
"AW35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Damn global warming..."
"AW36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Didn’t know climate change made the arsonist start the fire."
"AW37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Can we finally all agree that global warming is a Chinese hoax spread by the mass media?"
"AW38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Countdown to how CNN will blame this on Trump. I’m guessing some kind of climate change spin."
"AW39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Quit listening to that Douche Bag. Climate Change is a HOAX."
"AW40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is there a bumper sticker that says 'Climate Change is a Hoax'?"
"AW41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"agreed! we need #realleadership on money in politics AND #climatechange! Be a real leader!"
"AW42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But climate change is fake, amirite?"
"AW43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Keep denying climate change assholes."
"AW44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is really frightening #science #changes #climate"
"AW45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"LoL Nobody is buying the Climate Change Ponzi Scheme.More Fake News from the Worlds Leading Source of Fake News. Moronic. MAGA"
"AW46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"INDIGENOUS PEOPLE OF BIAFRA - Indigenous women make biggest sacrifices facing climate change"
"AW47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Annual forest fires are now climate change?"
"AW48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I thought the superconductivity chart looked suspiciously like the infamous “Hockey Stick” graph for global warming?!"
"AW49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This humidity is bullshit. Climate change is turning New England into Florida."
"AW50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"A bit of cloud seeding isn't going to reverse global warming damage. Our inadvertent tinkering with global systems is going well."
"AW51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Nope, it's global warming."
"AW52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“It’s freezing and snowing in New York – we need global warming!” - Donald Trump #POTUS #DonaldTrump #Trump #TrumpProtest"
"AW53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The issues covered in the book include the economy, immigration, education, foreign policy climate change, gun rights, and abortion. 6/"
"AW54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yet #Norway kill whales who very existence helps reduce climate change..."
"AW55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"800lb gorilla isn't Trump. 800lb gorilla is global warming, which is poised to massively disrupt world."
"AW56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"- but climate change is a hoax perpetrated by China."
"AW57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"If global warming is real, why does my kids cuisine come frozen?"
"AW58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Man, climate change has really gotten out of control"
"AW59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Stopping global warming, one car at a time"
"AW60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well you can thank the and President Lowlife for ignoring climate change."
"AW61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Things you don’t think about before you move: how the climate change will affect your microbiome 🙃"
"AW62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"wanna help stop climate change? do your drive bys on a bicycle"
"AW63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"you misspelled climate change."
"AW64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"when climate change finally hits Russia hard #lukewarmvodka"
"AW65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"fuck global warming my neck is so frio!"
"AW66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Do you remember things like this from 45 years ago? ME NEITHER, but climate change is a hoax. Right???"
"AW67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's cool, give it a couple years and global warming will fix it! #ArmchairScience"
"AW68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Random? Aren't all these things caused by climate change?"
"AW69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Andrew what are your plans for climate change? Think beyond one election cycle. Your children wan 5 you to."
"AW70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Like how Climate Change is a reality and the US is a joke for leaving Paris Climate Accord?"
"AW71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We need a real president ENOUGH WITH THE REALITY SHOW LETS GET BACK TO BASICS CLIMATE CHANGE NK IRAN RUSSIA"
"AW72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"If the science is settled on climate change, why are we still funding it's research? — 222_minutes (222Minutes) August 13, 2018"
"AW73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You should check out the climate change wall India put up around Bangladesh..."
"AW74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Gift to Pakistan...! <3 Long Live Pakistan <3 #GreenSelfie #GreenPakistan #NayaPakistan #globalwarming #14thAugGift"
"AW75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"and from mars to sirius has global warming sorry after i watched breaking benny video gojira was in my youtube sidebar"
"AW76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Chemtrails CAUSE weather/climate change They are causing it look up"
"AW77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yeah, because climate change is a Chinese hoax."
"AW78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Honestly the way climate change is going October might be more summery than august."
"AW79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is real... Stop trying to disband the #EPA! #NoAsbestos #ThereIsNoCleanCoal #RejoinParisAccord"
"AW80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Okay, no Jayda. You gotta stop. You may be causing global warming. 🔥 #TooDamnHot"
"AX01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well part of the problem is that you can’t even use the word climate change in Florida. Such a shithole"
"AX02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The most damning revelation in Omarosa’s book is that we’ve pretty much run out of time when it comes to climate change."
"AX03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"We are heading into irreversible climate change and my children will have to fight Mad Max style over water."
"AX04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I bet the driver can still give you a lecture on how 'that' global warming is a hoax."
"AX05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Total conflation here between climate change and anthropogenic climate change. They are different things"
"AX06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Must be Climate change"
"AX07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Many US installations are on our coastal areas. It's in their own interest to fight climate change!"
"AX08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is not an opinion, climate change is not a belief or faith based concept. Climate change is data."
"AX09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Still summer! Thanks to global warming..."
"AX10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Hazy Tuesday. That’s what BT chose to label climate change. Lol"
"AX11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change, the rise of the far right, loss of species, Brexit, Trump... Can we just switch the world off and on again?"
"AX12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So I want to know your attitude about global warming? Do you against it?"
"AX13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The government of Sierra Leone has revealed that global warming was actually the work of Ali Fedotowsky in a piña wig."
"AX14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming ;-)"
"AX15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change?"
"AX16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"umm people are blaming social acts for the ""bala bencana"" guys its fucking climate change can we please save the earth"
"AX17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"global warming will take care of those too (except on some gated oligarch playgrounds of course)"
"AX18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"true!! world must learn from al gore views on climate change. like his book Earth in the Balance"
"AX19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"As much as agree that the world is ending and the apocalypse is nigh we never ever ever ever ever stopped climate change"
"AX20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Get China, India, SE Asia to agree to clean their emissions and MAYBE “climate change” might be affected..."
"AX21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Maybe Nintendo has adopted to climate change"
"AX22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"may rain come soon... cannot take the heat anymore!! #climatechange #ActOnClimate"
"AX23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Not everything wildfire is caused by climate change. Some are caused by careless people and some are caused by arsonists."
"AX24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No he knows this he's just prefers his lies to actual truth see also his views on climate change"
"AX25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"+1 But climate change should be top of the list!"
"AX26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""The debate about #GlobalWarming is over"" is a statement exclusively uttered by people who have had precisely zero debates about it."
"AX27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming I recon."
"AX28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Geoengineering is causing Global warming. Chem-Trails = Health Risks to the Entire Plant and all Life."
"AX29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How about Climate Change?"
"AX30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The ability to change the climate in any weather that’s what favor does ✅ 💯 🛫"
"AX31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No! It was entirely down to Global Warming. Charlotte Church said so."
"AX32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The weather has been so fucked up this summer global warming is real"
"AX33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Except that being anti-climate change doesn't hurt other people like not vaccinating your children can."
"AX34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“Tomorrow I’m going to solve global warming and maybe world hunger”"
"AX35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Harry is journaling about the dangers of global warming constantly"
"AX36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"A problem that can be solved by a good punch is not wicked. That's why climate change and Hollywood don't mix."
"AX37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Blocking sunlight to cool Earth won’t reduce crop damage from global warming #blogging Wish a very happy Tuesday"
"AX38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Google ""climate change"". Seriously, you need to do some homework. Thanks for reading and have a nice day"
"AX39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is undeniably clear."
"AX40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"“this isnt global warming — this is the sun” WHAT ON EARTH"
"AX41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This, from the guy who won’t allow his staff to say the words “climate change”."
"AX42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is emptying the desert of birds - Anthropoce"
"AX43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Due to global warming, by 2050, the average temperature of gazpacho will have risen two degrees."
"AX44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone else feel like the weather is reflecting September rather than early August?? #ClimateChange"
"AX45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What do you do to help reverse climate change? Tweet your tips to inspire others! #ClimateChange #Tip #GlobalWarming"
"AX46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is an urgent threat, so why bury it on the last page?"
"AX47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The crazy thing about global warming is the world is both literally and figuratively on fire. #SoSmokey #SmokierThanSarahSandersEyes"
"AX48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"in your opinion what countries are attempting to mitigate the effects of climate change and what countries are ignoring them?"
"AX49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"OH MY GOODness!?!?! Really??? Climate change it your response??? How about FIRE WISING!!!"
"AX50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global Warming, the perpetual solution to a perpetual problem"
"AX51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Good points. A picture of a tsunami has nothing to do with climate change though."
"AX52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#climatechange sure puts a (humid) damper on summer fun. Thanks fossil fuel companies and inert politicians"
"AX53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Nothing is worse than driving 20 minutes to work and then having a surprise nosebleed. I love climate change. 😅"
